place,department,kind,name,type,site,country,id,email,bu
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0118,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0015,hung.thai@siamcitycement.com,vn
Phòng vá vỏ xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0036,hung.thai@siamcitycement.com,vn
Phòng An toàn (phòng 63),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0006,hung.thai@siamcitycement.com,vn
Phòng An toàn (phòng 63),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0010,hung.thai@siamcitycement.com,vn
Phòng kế toán (phòng 62),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0015,hung.thai@siamcitycement.com,vn
Phòng dự án.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0048,hung.thai@siamcitycement.com,vn
Phòng ECOcycle.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0073,hung.thai@siamcitycement.com,vn
Phòng CBM,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0076,hung.thai@siamcitycement.com,vn
Phòng số 22,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0098,hung.thai@siamcitycement.com,vn
Phòng số 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0117,hung.thai@siamcitycement.com,vn
Phòng số 12,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0127,hung.thai@siamcitycement.com,vn
Socket hành lang ngoài.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0165,hung.thai@siamcitycement.com,vn
Phòng y tế,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0002,hung.thai@siamcitycement.com,vn
Phòng y tế,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0003,hung.thai@siamcitycement.com,vn
Phòng y tế,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0006,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0017,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0020,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0024,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0029,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0037,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0038,hung.thai@siamcitycement.com,vn
Phòng phân tích hóa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0018,hung.thai@siamcitycement.com,vn
Phòng Production Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0068,hung.thai@siamcitycement.com,vn
Phòng Production Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0070,hung.thai@siamcitycement.com,vn
Phòng thống kê,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0079,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,3 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0015,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0056,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0064,hung.thai@siamcitycement.com,vn
Khu vực kho lớn ( Cơ khí ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0073,hung.thai@siamcitycement.com,vn
Phòng thực hành EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0093,hung.thai@siamcitycement.com,vn
Nhà xe chữa cháy cũ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0113,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0114,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0009,hung.thai@siamcitycement.com,vn
Phòng vá vỏ xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0037,hung.thai@siamcitycement.com,vn
Kho chứa nhiên liệu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0039,hung.thai@siamcitycement.com,vn
Phòng nhân sự (phòng 58),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0027,hung.thai@siamcitycement.com,vn
Phòng dự án.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0050,hung.thai@siamcitycement.com,vn
Phòng IT,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0063,hung.thai@siamcitycement.com,vn
Phòng đào tạo.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0069,hung.thai@siamcitycement.com,vn
Phòng CBM,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0077,hung.thai@siamcitycement.com,vn
Phòng CBM,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0079,hung.thai@siamcitycement.com,vn
Phòng số 22,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0095,hung.thai@siamcitycement.com,vn
Phòng số 9,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0114,hung.thai@siamcitycement.com,vn
Phòng số 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0120,hung.thai@siamcitycement.com,vn
Phòng số 11,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0124,hung.thai@siamcitycement.com,vn
Phòng 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0151,hung.thai@siamcitycement.com,vn
Socket hành lang ngoài.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0162,hung.thai@siamcitycement.com,vn
Socket hành lang ngoài.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0166,hung.thai@siamcitycement.com,vn
Nhà tắm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0009,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0018,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0023,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0026,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0030,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0035,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0036,hung.thai@siamcitycement.com,vn
Phòng chuẩn bị mẩu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0010,hung.thai@siamcitycement.com,vn
Phòng phân tích than,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0024,hung.thai@siamcitycement.com,vn
Phòng công nghệ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0063,hung.thai@siamcitycement.com,vn
Kho gạch ( khu hàn căt Workshop ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0104,hung.thai@siamcitycement.com,vn
Container giao ca sản xuất,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0111,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0023,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,3 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0029,hung.thai@siamcitycement.com,vn
Phòng dụng cụ điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0042,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0054,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0057,hung.thai@siamcitycement.com,vn
Phóng giáo viên EVE trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0086,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0105,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0006,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0008,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0010,hung.thai@siamcitycement.com,vn
Phòng WS Superintendent,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0018,hung.thai@siamcitycement.com,vn
Phòng vá vỏ xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0030,hung.thai@siamcitycement.com,vn
Phòng họp số 61,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0018,hung.thai@siamcitycement.com,vn
Phòng kế Toilet,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0034,hung.thai@siamcitycement.com,vn
Phòng học tiếng anh (Phòng 51),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0041,hung.thai@siamcitycement.com,vn
Phòng học vi tính (Phòng 50),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0045,hung.thai@siamcitycement.com,vn
Phòng kế hoạch (Plan),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0088,hung.thai@siamcitycement.com,vn
Phòng số 22,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0096,hung.thai@siamcitycement.com,vn
Phòng số 22,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0097,hung.thai@siamcitycement.com,vn
Phòng Preventive Maintenance,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0099,hung.thai@siamcitycement.com,vn
Phòng số 10,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0115,hung.thai@siamcitycement.com,vn
Phòng tiếp tân.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0132,hung.thai@siamcitycement.com,vn
Phòng Giám Đốc.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0144,hung.thai@siamcitycement.com,vn
Phòng Giám Đốc.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0148,hung.thai@siamcitycement.com,vn
Phòng Giám Đốc.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0149,hung.thai@siamcitycement.com,vn
Phòng 66,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0153,hung.thai@siamcitycement.com,vn
Phòng 67.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0159,hung.thai@siamcitycement.com,vn
Phòng y tế,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0001,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0021,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0028,hung.thai@siamcitycement.com,vn
Phòng chuẩn bị mẩu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0008,hung.thai@siamcitycement.com,vn
Phòng phân tích than,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0030,hung.thai@siamcitycement.com,vn
Hành lang phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0034,hung.thai@siamcitycement.com,vn
Hành lang phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0036,hung.thai@siamcitycement.com,vn
Phòng phân tích lý ( phòng 19 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0052,hung.thai@siamcitycement.com,vn
Phòng thống kê,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0078,hung.thai@siamcitycement.com,vn
Phòng uống nước ( Lầu 1 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0082,hung.thai@siamcitycement.com,vn
Phòng trưởng ca vận hành,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0086,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0013,hung.thai@siamcitycement.com,vn
Phòng dụng cụ cơ khí,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0041,hung.thai@siamcitycement.com,vn
Phòng bôi trơn,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0047,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0053,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0059,hung.thai@siamcitycement.com,vn
Phòng ( Kho manager ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0070,hung.thai@siamcitycement.com,vn
Khu vực kho lớn ( Cơ khí ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0080,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0119,hung.thai@siamcitycement.com,vn
Phòng họp nhóm bảo trì xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0003,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0011,hung.thai@siamcitycement.com,vn
Phòng vá vỏ xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0035,hung.thai@siamcitycement.com,vn
Phòng An toàn (phòng 63),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0008,hung.thai@siamcitycement.com,vn
Phòng JET (Phòng 59),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0031,hung.thai@siamcitycement.com,vn
Phòng JET (Phòng 59),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0032,hung.thai@siamcitycement.com,vn
Phòng học vi tính (Phòng 50),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0043,hung.thai@siamcitycement.com,vn
Phòng học vi tính (Phòng 50),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0047,hung.thai@siamcitycement.com,vn
Phòng ECOcycle.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0072,hung.thai@siamcitycement.com,vn
Phòng uống nước,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0074,hung.thai@siamcitycement.com,vn
Phòng Maintenance Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0083,hung.thai@siamcitycement.com,vn
Phòng Electrical Maintenance.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0093,hung.thai@siamcitycement.com,vn
Phòng số 11,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0125,hung.thai@siamcitycement.com,vn
Phòng tiếp tân.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0136,hung.thai@siamcitycement.com,vn
Phòng hành chánh (phòng 07),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0137,hung.thai@siamcitycement.com,vn
Phòng Giám Đốc.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0145,hung.thai@siamcitycement.com,vn
Socket hành lang trong.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0174,hung.thai@siamcitycement.com,vn
Nhà nấu ăn ( nhà bếp ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0027,hung.thai@siamcitycement.com,vn
Phòng Plan ( X - Ray ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0006,hung.thai@siamcitycement.com,vn
Phòng chuẩn bị mẩu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0013,hung.thai@siamcitycement.com,vn
Phòng Mr Tín ( phòng 18 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0046,hung.thai@siamcitycement.com,vn
Phòng kho ( Lầu 1 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0085,hung.thai@siamcitycement.com,vn
Phòng vận hành CCR,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0089,hung.thai@siamcitycement.com,vn
Miếu cầu an,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0098,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,3 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0017,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,3 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0028,hung.thai@siamcitycement.com,vn
Xưởng EVE,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0033,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0052,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0066,hung.thai@siamcitycement.com,vn
Phòng ( Kho manager ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0072,hung.thai@siamcitycement.com,vn
Khu vực kho lớn ( Cơ khí ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0082,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0117,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0005,hung.thai@siamcitycement.com,vn
Phòng WS Superintendent,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0017,hung.thai@siamcitycement.com,vn
Kho thiết bị,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0022,hung.thai@siamcitycement.com,vn
Phòng kế toán (phòng 62),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0014,hung.thai@siamcitycement.com,vn
Phòng dự án.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0049,hung.thai@siamcitycement.com,vn
Phòng kế hoạch (Plan),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0086,hung.thai@siamcitycement.com,vn
Phòng Electrical Maintenance.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0091,hung.thai@siamcitycement.com,vn
Phòng Cung Ứng.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0111,hung.thai@siamcitycement.com,vn
Phòng số 12,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0128,hung.thai@siamcitycement.com,vn
Phòng 67.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0158,hung.thai@siamcitycement.com,vn
Socket hành lang ngoài.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0163,hung.thai@siamcitycement.com,vn
Socket hành lang ngoài.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0168,hung.thai@siamcitycement.com,vn
Phòng ECOcycle ( Phòng 33 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0178,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0022,hung.thai@siamcitycement.com,vn
Phòng ăn VIP,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0040,hung.thai@siamcitycement.com,vn
Phòng ăn VIP,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0041,hung.thai@siamcitycement.com,vn
Phòng bảo vệ ( cổng chính ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0044,hung.thai@siamcitycement.com,vn
Phòng Plan ( X - Ray ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0007,hung.thai@siamcitycement.com,vn
Phòng phân tích than,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0027,hung.thai@siamcitycement.com,vn
Hành lang phòng thí nghiệm,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0037,hung.thai@siamcitycement.com,vn
Phòng Production Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0065,hung.thai@siamcitycement.com,vn
Phòng thống kê,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0080,hung.thai@siamcitycement.com,vn
Phòng Modul,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0094,hung.thai@siamcitycement.com,vn
Hành lang trên lầu,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0095,hung.thai@siamcitycement.com,vn
Miếu cầu an,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0100,hung.thai@siamcitycement.com,vn
Kho gạch ( khu hàn căt Workshop ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0105,hung.thai@siamcitycement.com,vn
Container giao ca sản xuất,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0114,hung.thai@siamcitycement.com,vn
Phòng sửa chữa điện ( Work shop ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0002,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0025,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0037,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0039,hung.thai@siamcitycement.com,vn
Phòng bôi trơn,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0049,hung.thai@siamcitycement.com,vn
Phòng nhân viên trực kho,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0065,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Điện,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0108,hung.thai@siamcitycement.com,vn
Phòng họp nhóm bảo trì xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0004,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0007,hung.thai@siamcitycement.com,vn
Work shop sửa xe,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0014,hung.thai@siamcitycement.com,vn
Kho thiết bị,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0021,hung.thai@siamcitycement.com,vn
Phòng họp bảo trỉ cối,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0029,hung.thai@siamcitycement.com,vn
Phòng dụng cụ sửa chữa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0041,hung.thai@siamcitycement.com,vn
Phòng dụng cụ sửa chữa,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-QR-WS-0044,hung.thai@siamcitycement.com,vn
Phòng An toàn (phòng 63),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0003,hung.thai@siamcitycement.com,vn
Phòng môi trường (phòng 60),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0019,hung.thai@siamcitycement.com,vn
Phòng AT dự án,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0030,hung.thai@siamcitycement.com,vn
Phòng học tiếng anh (Phòng 51),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0036,hung.thai@siamcitycement.com,vn
Phòng học vi tính (Phòng 50),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0044,hung.thai@siamcitycement.com,vn
Phòng 67.,,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0157,hung.thai@siamcitycement.com,vn
Phòng ECOcycle ( Phòng 33 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-ADMIN-0181,hung.thai@siamcitycement.com,vn
Canteen,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0013,hung.thai@siamcitycement.com,vn
Phòng ăn VIP,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CMS-0042,hung.thai@siamcitycement.com,vn
Phòng phân tích than,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0028,hung.thai@siamcitycement.com,vn
Phòng uống nước ( phòng 11 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0033,hung.thai@siamcitycement.com,vn
Phòng phân tích lý ( phòng 19 ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0051,hung.thai@siamcitycement.com,vn
Phòng Production Manager,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0064,hung.thai@siamcitycement.com,vn
Phòng vận hành CCR,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0091,hung.thai@siamcitycement.com,vn
Kho gạch ( khu thiết bị sản xuất ),,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-CCR-LAB-0108,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,3 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0007,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,3 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0021,hung.thai@siamcitycement.com,vn
Khu vực máy công cụ,,,3 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0027,hung.thai@siamcitycement.com,vn
Phòng Bảo Trì Cơ,,,1 Phase Socket,electrical,honc,vietnam,HONC-HONC-MAIN-WS-0055,hung.thai@siamcitycement.com,vn
