driverName,details,area,id,holder,remark,yRegister,status,site,type,kind,email,bu,department,country
,"TATAสี:ขาว,กรุงเทพ",,1ฒฌ3576,,,,Active,support,car,Contractor Car,,th,,thailand
,"TATAสี:ขาว,กรุงเทพ",,1ฒฎ1765,,,,Active,support,car,Contractor Car,,th,,thailand
,"MITSUBISHIสี:ขาว,กรุงเทพ",,ฒฉ4014,,,,Active,support,car,Contractor Car,,th,,thailand
,"FORDสี:เทา,สระบุรี",,บล7255,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:ขาว,ลพบุรี",,บร5321,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:ฟ้า,สระบุรี",,บร9496,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เขียว,สระบุรี",,บท9907,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:เทา,สระบุรี",,กจ4407,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:เทา,สระบุรี",,บบ4179,,,,Active,support,car,Contractor Car,,th,,thailand
,"NISSANสี:แดง,สระบุรี",,บพ2467,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,กรุงเทพ",,ฒพ3641,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,สระบุรี",,บร6154,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,กรุงเทพ",,1ฒย4998,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,กรุงเทพ",,ณพ6023,,,,Active,support,car,Contractor Car,,th,,thailand
,"SUZUKIสี:ขาว,สระบุรี",,บย6001,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,กรุงเทพ",,2ฒฌ6819,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,กรุงเทพ",,3ฒห1294,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,กรุงเทพ",,3ฒภ2333,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,สระบุรี",,บว6802,,,,Active,support,car,Contractor Car,,th,,thailand
,"MITSUBISHIสี:ดำ,ลพบุรี",,บพ8928,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,พิษณุโลก",,บล7433,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:น้ำตาล,สระบุรี",,บร1081,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,สระบุรี",,บว4510,,,,Active,support,car,Contractor Car,,th,,thailand
,"HINOสี:ขาว,สระบุรี",,บม999,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:เทา,สระบุรี",,บม715,,,,Active,support,car,Contractor Car,,th,,thailand
,"NISSANสี:ขาว,สระบุรี",,บว1350,,,,Active,support,car,Contractor Car,,th,,thailand
,"NISSANสี:น้ำตาล,สระบุรี",,บว4667,,,,Active,support,car,Contractor Car,,th,,thailand
,"CHEVROLETสี:น้ำตาล,นครสวรรค์",,บษ8335,,,,Active,support,car,Contractor Car,,th,,thailand
,"FORDสี:ขาว,กรุงเทพ",,2ฒส8337,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,เพชรบูรณ์",,บว6421,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,สระบุรี",,กว229,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,พิษณุโลก",,กว1152,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:เทา,สระบุรี",,บล3493,,,,Active,support,car,Contractor Car,,th,,thailand
,"NISSANสี:เทา,กรุงเทพ",,4กด3914,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,สระบุรี",,บบ2448,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:เทา,สระบุรี",,กฉ5463,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,สระบุรี",,กธ9593,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,สระบุรี",,กพ5836,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,กรุงเทพ",,2ฒณ2503,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,กรุงเทพ",,2ฒง6700,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เขียว,นครราชสีมา",,บล8389,,,,Active,support,car,Contractor Car,,th,,thailand
,"NISSANสี:ดำ,กรุงเทพ",,3ฒฐ6841,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,กรุงเทพ",,3ฒณ5926,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:ขาว,นครสวรรค์",,บพ5391,,,,Active,support,car,Contractor Car,,th,,thailand
,"NISSANสี:เทา,เพชรบูรณ์",,ผจ1629,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,พิษณุโลก",,ขก283,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,พิษณุโลก",,ผก7704,,,,Active,support,car,Contractor Car,,th,,thailand
,"FORDสี:ดำ,กรุงเทพ",,3ขย2657,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,กรุงเทพ",,ฒษ7185,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:น้ำตาล,สระบุรี",,บล6518,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,กรุงเทพ",,3ฒส5236,,,,Active,support,car,Contractor Car,,th,,thailand
,"MAZDAสี:น้ำตาล,สระบุรี",,บห6850,,,,Active,support,car,Contractor Car,,th,,thailand
,"NISSANสี:น้ำตาล,สระบุรี",,บห6798,,,,Active,support,car,Contractor Car,,th,,thailand
,"NISSANสี:น้ำเงิน,ขอนแก่น",,บต9972,,,,Active,support,car,Contractor Car,,th,,thailand
,"ISUZUสี:เทา,พิษณุโลก",,กง182,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,กรุงเทพ",,3ฒพ6503,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,สระบุรี",,บห7740,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,กรุงเทพ",,3ฒภ8639,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,อุดรธานี",,ผท7425,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:เทา,กรุงเทพ",,3ฒษ895,,,,Active,support,car,Contractor Car,,th,,thailand
,"NISSANสี:เทา,สระบุรี",,บธ8830,,,,Active,support,car,Contractor Car,,th,,thailand
,"TOYOTAสี:ขาว,ระยอง",,นข7620,,,,Active,support,car,Contractor Car,,th,,thailand
,"โรงงาน1-3,เหมือง,IECO,บ้านพัก1-2",,3ตษ8579,,,,Active,support,car,Contractor Car,,th,,thailand
,"โรงงาน1-3,เหมือง,IECO,บ้านพัก1-2",,3ฒย7521,,,,Active,support,car,Contractor Car,,th,,thailand
,"mitsubishi,ขาวสระบุรี",,บร1367,,,,Active,support,car,Contractor Car,,th,,thailand
,"toyota,เทาสระบุรี",,บว9645,,,,Active,support,car,Contractor Car,,th,,thailand
,"Toyota,เทาสระบุรี",,บพ6274,,,,Active,support,car,Contractor Car,,th,,thailand
,"nissan,น้ำเงินลพบุรี",,บจ4194,,,,Active,support,car,Contractor Car,,th,,thailand
,"isuzu,น้ำเงินสระบุรี",,บพ95,,,,Active,support,car,Contractor Car,,th,,thailand
,"Isuzu,เทาสระบุรี",,บธ5285,,,,Active,support,car,Contractor Car,,th,,thailand
,"Toyota,ขาวระยอง",,บย1496,,,,Active,support,car,Contractor Car,,th,,thailand
,"Nissan,น้ำเงินสระบุรี",,บน2065,,,,Active,support,car,Contractor Car,,th,,thailand
,"Isuzu,ขาวกรุงเทพ",,ถฬ8503,,,,Active,support,car,Contractor Car,,th,,thailand
,"Toyota,ขาวสระบุรี",,บษ3092,,,,Active,support,car,Contractor Car,,th,,thailand
,"Toyota,ขาวกรุงเทพ",,3ฒษ8579,,,,Active,support,car,Contractor Car,,th,,thailand
,"Isuzu,ขาวสระบุรี",,บห6433,,,,Active,support,car,Contractor Car,,th,,thailand
,"นครราชสีมา,แดง,toyota",,บจ8448,,,,Active,support,car,Contractor Car,,th,,thailand
,"สระบุรี,เทา,Nissan",,นข5354,,,,Active,support,car,Contractor Car,,th,,thailand
,"สระบุรี,เทา,Toyota",,กธ7562,,,,Active,support,car,Contractor Car,,th,,thailand
,"พิษณุโลก,เทา,Toyota",,บห2744,,,,Active,support,car,Contractor Car,,th,,thailand
,"สระบุรี,ขาว,Isuzu",,บร497สบ,,,,Active,support,car,Contractor Car,,th,,thailand
,"นครราชสีมา,เทา,toyota",,ยน694,,,,Active,support,car,Contractor Car,,th,,thailand
,"กรุุงเทพ,Nission,ขาว",,ชถ232กท,,,,Active,support,car,Contractor Car,,th,,thailand
,"นครสวรรค์,Isuzu,ฟ้า",,กม1008,,,,Active,support,car,Contractor Car,,th,,thailand
,,,บห-9637สบ,,,,Active,support,car,Contractor Car,,th,,thailand
,,,กย-1028พล,,,,Active,support,car,Contractor Car,,th,,thailand
